Simulation Time,Output Voltage,Cart Position,Pendulum Angle,Virtual Measurement
16.88600,1.57673,-0.05584,-0.00153,-0.05522
16.89600,2.78190,-0.05577,-0.00307,-0.05454
16.90600,2.07929,-0.05545,-0.00307,-0.05422
16.91600,-0.64115,-0.05506,-0.00460,-0.05322
16.92600,2.20291,-0.05472,-0.00460,-0.05288
16.93600,1.95429,-0.05425,-0.00460,-0.05240
16.94600,0.16657,-0.05375,-0.00460,-0.05190
16.95600,-0.92806,-0.05336,-0.00614,-0.05090
16.96600,0.68694,-0.05318,-0.00614,-0.05072
16.97600,2.48175,-0.05295,-0.00767,-0.04988
16.98600,2.32488,-0.05256,-0.00920,-0.04888
16.99600,2.77116,-0.05204,-0.00920,-0.04836
17.00600,2.33576,-0.05136,-0.00920,-0.04768
17.01600,1.11583,-0.05056,-0.00920,-0.04688
17.02600,0.95788,-0.04979,-0.00920,-0.04611
17.03600,1.13456,-0.04906,-0.00920,-0.04538
17.04600,0.80036,-0.04836,-0.00920,-0.04468
17.05600,0.03093,-0.04772,-0.00920,-0.04404
17.06600,0.56661,-0.04727,-0.01074,-0.04297
17.07600,1.76059,-0.04681,-0.01227,-0.04190
17.08600,3.02719,-0.04627,-0.01381,-0.04074
17.09600,3.39374,-0.04558,-0.01381,-0.04006
17.10600,3.35461,-0.04465,-0.01381,-0.03913
17.11600,2.01679,-0.04361,-0.01381,-0.03808
17.12600,1.75051,-0.04254,-0.01381,-0.03701
17.13600,2.31960,-0.04142,-0.01381,-0.03590
17.14600,2.75080,-0.04029,-0.01381,-0.03476
17.15600,3.02725,-0.03901,-0.01381,-0.03349
17.17600,5.33238,-0.03592,-0.01227,-0.03101
17.18600,3.72958,-0.03406,-0.01074,-0.02976
17.19600,2.39884,-0.03203,-0.00920,-0.02835
17.20600,2.32183,-0.02987,-0.00767,-0.02681
17.21600,2.43525,-0.02769,-0.00460,-0.02585
17.22600,2.97307,-0.02544,-0.00307,-0.02421
17.23600,1.70438,-0.02310,0.00000,-0.02310
17.24600,0.71205,-0.02076,0.00307,-0.02198
17.25600,0.53284,-0.01853,0.00460,-0.02037
17.26600,0.54343,-0.01651,0.00614,-0.01896
17.27600,2.00256,-0.01462,0.00767,-0.01769
17.29600,3.20382,-0.01055,0.01074,-0.01484
17.30600,2.12984,-0.00841,0.01227,-0.01332
17.31600,1.77319,-0.00625,0.01381,-0.01177
17.32600,3.54707,-0.00402,0.01534,-0.01016
17.33600,4.00557,-0.00166,0.01687,-0.00841
17.34600,2.90413,0.00084,0.01994,-0.00714
17.35600,1.22392,0.00339,0.02301,-0.00582
17.36600,0.37027,0.00582,0.02608,-0.00461
17.37600,0.32878,0.00818,0.02761,-0.00286
17.38600,1.35550,0.01041,0.02915,-0.00125
17.39600,1.01391,0.01255,0.03221,-0.00034
17.40600,-0.26851,0.01462,0.03375,0.00112
17.42600,0.30052,0.01839,0.03682,0.00367
17.43600,-0.05164,0.02010,0.03682,0.00537
17.44600,-0.46872,0.02171,0.03835,0.00637
17.45600,-0.59389,0.02314,0.03835,0.00780
17.46600,1.60997,0.02435,0.03835,0.00901
17.47600,2.26186,0.02569,0.03835,0.01035
17.48600,2.36698,0.02703,0.03835,0.01169
17.49600,2.05024,0.02851,0.03988,0.01256
17.50600,-0.57363,0.02994,0.04142,0.01337
17.51600,-2.45231,0.03119,0.04142,0.01463
17.52600,-2.23196,0.03199,0.03988,0.01603
17.53600,0.19881,0.03247,0.03988,0.01651
17.54600,1.31299,0.03287,0.03835,0.01753
17.55600,1.42550,0.03331,0.03682,0.01858
17.56600,1.79390,0.03385,0.03528,0.01974
17.57600,1.31965,0.03449,0.03375,0.02099
17.58600,1.73947,0.03519,0.03375,0.02169
17.59600,1.21484,0.03594,0.03375,0.02244
17.60600,-0.66191,0.03674,0.03375,0.02324
17.61800,-2.01091,0.03738,0.03221,0.02449
17.62600,0.37242,0.03758,0.03068,0.02531
17.63600,1.65647,0.03783,0.02915,0.02617
17.64600,2.19977,0.03815,0.02915,0.02649
17.65600,1.87851,0.03860,0.02761,0.02756
17.66600,1.79198,0.03915,0.02761,0.02810
17.67600,-0.58732,0.03974,0.02761,0.02870
17.68600,-0.49442,0.04017,0.02608,0.02974
17.69600,1.52865,0.04056,0.02454,0.03074
17.70600,2.63445,0.04090,0.02454,0.03108
17.71600,0.92796,0.04140,0.02454,0.03158
17.72600,-0.88192,0.04190,0.02301,0.03270
17.73600,1.85278,0.04226,0.02148,0.03367
17.74600,3.29115,0.04272,0.02148,0.03413
17.75600,3.29942,0.04342,0.02148,0.03483
17.76600,1.70968,0.04420,0.02148,0.03561
17.77600,1.56494,0.04508,0.02148,0.03649
17.78600,2.78140,0.04597,0.02148,0.03738
17.79600,2.22409,0.04706,0.02301,0.03786
17.80600,0.73701,0.04811,0.02454,0.03829
17.81600,-1.05986,0.04913,0.02454,0.03931
17.82600,-0.46279,0.04995,0.02608,0.03952
17.83600,-1.49151,0.05056,0.02608,0.04013
17.84600,-0.82333,0.05090,0.02454,0.04109
17.85600,1.92375,0.05111,0.02454,0.04129
17.86600,1.00106,0.05140,0.02301,0.04220
17.87600,2.30596,0.05179,0.02301,0.04259
17.88600,1.49527,0.05236,0.02301,0.04315
17.89800,0.34914,0.05295,0.02301,0.04375
17.90600,-0.11563,0.05343,0.02301,0.04422
17.91600,0.36882,0.05384,0.02301,0.04463
17.92600,0.80188,0.05418,0.02148,0.04559
17.93600,3.67750,0.05459,0.02148,0.04600
17.94600,2.48889,0.05520,0.02148,0.04661
17.95600,1.81704,0.05595,0.02148,0.04736
17.96600,2.87774,0.05684,0.02301,0.04763
17.97600,0.72484,0.05779,0.02454,0.04797
17.98600,-1.02397,0.05870,0.02454,0.04888
17.99600,-0.10092,0.05943,0.02608,0.04900
18.00600,-1.18429,0.06000,0.02608,0.04957
18.01600,-0.07986,0.06041,0.02608,0.04998
18.02600,0.56100,0.06075,0.02608,0.05032
18.03600,1.81622,0.06109,0.02454,0.05127
18.04600,4.62152,0.06168,0.02454,0.05186
18.05600,2.83216,0.06250,0.02608,0.05207
18.06600,0.48979,0.06343,0.02761,0.05239
18.07600,-0.54574,0.06429,0.02915,0.05264
18.08600,-1.71753,0.06495,0.02915,0.05330
18.09600,0.41674,0.06539,0.02915,0.05373
18.10600,1.82809,0.06580,0.02915,0.05414
18.11600,1.84866,0.06627,0.02915,0.05461
18.12600,0.26488,0.06684,0.03068,0.05457
18.13600,-2.11329,0.06720,0.03068,0.05493
18.14600,-1.26766,0.06730,0.03068,0.05502
18.15600,-1.61254,0.06725,0.02915,0.05559
18.16600,-0.71551,0.06700,0.02915,0.05534
18.17600,0.66912,0.06670,0.02761,0.05566
18.18600,1.03105,0.06657,0.02608,0.05614
18.19600,1.98801,0.06661,0.02608,0.05618
18.21600,0.41776,0.06711,0.02608,0.05668
18.22600,1.02951,0.06734,0.02608,0.05691
18.23600,1.53347,0.06761,0.02608,0.05718
18.24600,1.98089,0.06793,0.02608,0.05750
18.25600,2.71906,0.06843,0.02761,0.05739
18.26600,0.70555,0.06902,0.02915,0.05737
18.27600,-1.26211,0.06959,0.02915,0.05793
18.28600,-2.05172,0.06996,0.03068,0.05768
18.29600,-2.47292,0.07002,0.03068,0.05775
18.30600,-1.19972,0.06993,0.03068,0.05766
18.31600,-1.27051,0.06973,0.02915,0.05807
18.32600,1.86897,0.06964,0.02915,0.05798
18.33600,1.95571,0.06966,0.02915,0.05800
18.34600,1.07206,0.06986,0.02915,0.05821
18.35600,1.76990,0.07016,0.02915,0.05850
18.36600,2.87354,0.07057,0.03068,0.05830
18.37600,0.91650,0.07107,0.03221,0.05818
18.38600,-0.22933,0.07162,0.03375,0.05812
18.39600,-0.61748,0.07205,0.03528,0.05793
18.40600,-1.98747,0.07232,0.03528,0.05821
18.41600,-1.73989,0.07225,0.03528,0.05814
18.42600,-0.49089,0.07207,0.03528,0.05796
18.43600,-0.84947,0.07177,0.03528,0.05766
18.44600,-2.20557,0.07143,0.03528,0.05732
18.45600,-2.78997,0.07089,0.03375,0.05739
18.46600,-0.49476,0.07021,0.03221,0.05732
18.47600,0.44453,0.06950,0.03221,0.05662
18.48600,-0.13277,0.06889,0.03068,0.05662
18.49600,-0.12732,0.06834,0.02915,0.05668
18.50600,0.95686,0.06784,0.02915,0.05618
18.51600,0.59550,0.06752,0.02915,0.05586
18.52600,-0.65477,0.06727,0.02915,0.05561
18.53600,-0.77462,0.06695,0.02915,0.05530
18.54600,-0.47823,0.06666,0.02915,0.05500
18.55600,-0.16050,0.06636,0.02915,0.05471
18.56600,0.18162,0.06614,0.02915,0.05448
18.57600,0.96215,0.06600,0.03068,0.05373
18.58600,-1.31067,0.06595,0.03068,0.05368
18.59600,-2.58268,0.06580,0.03221,0.05291
18.60600,-3.30039,0.06541,0.03221,0.05252
18.61600,-1.58438,0.06486,0.03221,0.05198
18.62600,-1.09364,0.06420,0.03221,0.05132
18.63600,-0.29111,0.06350,0.03068,0.05123
18.64600,1.91862,0.06302,0.03068,0.05075
18.65600,1.47864,0.06273,0.03068,0.05045
18.66600,1.99589,0.06266,0.03221,0.04977
18.67600,0.10581,0.06275,0.03375,0.04925
18.68600,0.16675,0.06284,0.03528,0.04873
18.69600,-2.07629,0.06282,0.03682,0.04809
18.70600,-2.95898,0.06266,0.03835,0.04732
18.71600,-2.58754,0.06229,0.03835,0.04695
18.72600,-2.37155,0.06175,0.03835,0.04641
18.73600,-0.87664,0.06113,0.03835,0.04579
18.74600,-0.24418,0.06050,0.03835,0.04516
18.75600,-0.40126,0.05993,0.03835,0.04459
18.76600,-0.09827,0.05941,0.03988,0.04345
18.77600,-3.56869,0.05882,0.03988,0.04286
18.78600,-3.42437,0.05807,0.03988,0.04211
18.79600,-2.14017,0.05711,0.03988,0.04116
18.80600,-2.58081,0.05606,0.03988,0.04011
18.81600,-4.12091,0.05484,0.03835,0.03950
18.82600,-2.12362,0.05343,0.03682,0.03870
18.83600,-1.63484,0.05188,0.03682,0.03715
18.84600,-2.15702,0.05031,0.03375,0.03681
18.85600,-1.13696,0.04868,0.03221,0.03579
18.86600,-1.04634,0.04706,0.03068,0.03479
18.87600,-1.20443,0.04547,0.03068,0.03320
18.88600,-2.09910,0.04388,0.02915,0.03222
18.89600,-1.65480,0.04226,0.02761,0.03122
18.90600,-0.99850,0.04058,0.02608,0.03015
18.91600,-0.96928,0.03888,0.02454,0.02906
18.92600,-2.06198,0.03722,0.02301,0.02801
18.93600,-2.30903,0.03549,0.02148,0.02690
18.94600,-2.13681,0.03369,0.01994,0.02572
18.95600,-1.19856,0.03187,0.01841,0.02451
18.96600,-1.31673,0.03006,0.01687,0.02331
18.97600,-2.13790,0.02821,0.01381,0.02269
18.98600,-1.73563,0.02633,0.01227,0.02142
18.99600,-1.24739,0.02446,0.01074,0.02017
19.01600,-0.06353,0.02119,0.00767,0.01812
19.02600,1.96153,0.01964,0.00614,0.01719
19.03600,1.73225,0.01851,0.00614,0.01605
19.04600,-0.74571,0.01757,0.00614,0.01512
19.05600,-0.98558,0.01673,0.00614,0.01428
19.06600,0.61822,0.01594,0.00614,0.01348
19.07600,0.30867,0.01519,0.00767,0.01212
19.08600,-1.89183,0.01460,0.00920,0.01091
19.09600,-2.79923,0.01398,0.00920,0.01030
19.10600,-1.67469,0.01316,0.01074,0.00887
19.11600,-3.35628,0.01225,0.01074,0.00796
19.12600,-2.36797,0.01123,0.01074,0.00694
19.13600,-1.35365,0.01012,0.01074,0.00582
19.14600,-1.52373,0.00905,0.01074,0.00475
19.15600,-2.04145,0.00796,0.00920,0.00428
19.16600,0.43308,0.00675,0.00920,0.00307
19.17600,1.84816,0.00587,0.00920,0.00218
19.18600,0.99225,0.00514,0.00920,0.00146
19.19600,0.87296,0.00466,0.01074,0.00037
19.20600,-0.45071,0.00430,0.01227,-0.00061
19.21600,-1.40539,0.00386,0.01381,-0.00166
19.22600,-2.72119,0.00332,0.01534,-0.00282
19.23600,-2.86394,0.00261,0.01534,-0.00352
19.24600,-2.94004,0.00168,0.01534,-0.00445
19.25600,-2.01711,0.00059,0.01534,-0.00554
19.26600,-2.44648,-0.00057,0.01534,-0.00670
19.27600,-3.91445,-0.00186,0.01381,-0.00739
19.28600,-2.22844,-0.00334,0.01381,-0.00886
19.29600,-1.71946,-0.00491,0.01227,-0.00982
19.30600,-1.08223,-0.00648,0.01074,-0.01077
19.31600,-0.61059,-0.00803,0.00920,-0.01171
19.32600,-1.13911,-0.00950,0.00767,-0.01257
19.33600,-1.32851,-0.01089,0.00614,-0.01334
19.34600,-0.99743,-0.01223,0.00614,-0.01469
19.35600,-0.79584,-0.01355,0.00460,-0.01539
19.36600,-0.46881,-0.01475,0.00460,-0.01660
19.37600,-2.86748,-0.01594,0.00307,-0.01716
19.38600,-0.50189,-0.01705,0.00307,-0.01828
19.39600,-0.74076,-0.01814,0.00153,-0.01876
19.40600,0.39253,-0.01914,0.00153,-0.01976
19.41600,1.97328,-0.01985,0.00153,-0.02046
19.42600,1.97313,-0.02033,0.00153,-0.02094
19.43600,1.65664,-0.02042,0.00460,-0.02226
19.44600,-0.55547,-0.02039,0.00614,-0.02285
19.45600,-2.79990,-0.02048,0.00767,-0.02355
19.46600,-2.57298,-0.02078,0.00920,-0.02446
19.47600,-2.19857,-0.02121,0.01074,-0.02551
19.48600,-1.81427,-0.02171,0.01074,-0.02601
19.49600,-1.88902,-0.02233,0.01074,-0.02662
19.50600,-0.15600,-0.02294,0.01074,-0.02723
19.51600,-0.62998,-0.02349,0.01227,-0.02839
19.52600,-3.20217,-0.02417,0.01227,-0.02908
19.53600,-2.26360,-0.02487,0.01227,-0.02978
19.54600,-1.21215,-0.02574,0.01227,-0.03064
19.55600,-1.68515,-0.02660,0.01227,-0.03151
19.56600,-2.61334,-0.02753,0.01227,-0.03244
19.57600,-3.69624,-0.02853,0.01074,-0.03283
19.58600,-1.14282,-0.02965,0.01074,-0.03394
19.59600,0.44651,-0.03081,0.00920,-0.03449
19.60600,0.52765,-0.03172,0.00920,-0.03540
19.61600,-2.01932,-0.03260,0.00920,-0.03628
19.62600,-1.83762,-0.03351,0.00767,-0.03658
19.63600,0.77845,-0.03440,0.00767,-0.03747
19.64600,-0.66094,-0.03517,0.00767,-0.03824
19.65600,-2.10897,-0.03592,0.00767,-0.03899
19.66600,-2.52050,-0.03679,0.00767,-0.03985
19.67600,-3.11108,-0.03781,0.00614,-0.04026
19.68600,-2.03313,-0.03899,0.00614,-0.04144
19.69600,-1.48481,-0.04022,0.00460,-0.04206
19.71600,0.94598,-0.04238,0.00153,-0.04299
19.72600,1.69107,-0.04308,0.00153,-0.04370
19.73600,0.41690,-0.04349,0.00153,-0.04411
19.74600,0.82181,-0.04372,0.00307,-0.04495
19.75600,-0.47357,-0.04376,0.00460,-0.04561
19.76600,-2.36722,-0.04386,0.00614,-0.04631
19.77600,-3.57552,-0.04411,0.00614,-0.04656
19.78600,-1.52137,-0.04452,0.00614,-0.04697
19.79600,0.93408,-0.04495,0.00614,-0.04740
19.80600,1.21072,-0.04513,0.00767,-0.04820
19.81600,-1.44402,-0.04522,0.00920,-0.04890
19.82600,-2.54441,-0.04533,0.00920,-0.04902
19.83600,-2.22412,-0.04556,0.01074,-0.04986
19.84600,-2.55571,-0.04595,0.01074,-0.05024
19.85600,-0.74305,-0.04642,0.01074,-0.05072
19.86600,0.23494,-0.04688,0.01074,-0.05117
19.87600,0.28925,-0.04720,0.01074,-0.05149
19.88800,0.37486,-0.04740,0.01227,-0.05231
19.89600,-1.86608,-0.04749,0.01381,-0.05302
19.90600,-3.04952,-0.04763,0.01381,-0.05315
19.91600,-2.56004,-0.04802,0.01381,-0.05354
19.92600,-0.60396,-0.04847,0.01381,-0.05399
19.93600,-0.08507,-0.04890,0.01381,-0.05443
19.94600,-0.28056,-0.04922,0.01381,-0.05474
19.95600,0.23077,-0.04943,0.01534,-0.05556
19.96600,-1.12119,-0.04952,0.01534,-0.05565
19.97600,-2.33540,-0.04965,0.01687,-0.05640
19.98600,-3.72334,-0.04995,0.01687,-0.05670
19.99600,-1.89980,-0.05045,0.01687,-0.05720
20.00600,-1.17032,-0.05104,0.01687,-0.05779
20.01600,-2.01015,-0.05163,0.01687,-0.05838
20.02600,-3.11231,-0.05236,0.01534,-0.05849
20.03600,-0.86562,-0.05318,0.01534,-0.05931
20.04600,-0.54328,-0.05397,0.01381,-0.05950
20.05600,0.49056,-0.05463,0.01381,-0.06015
20.06600,-1.45572,-0.05520,0.01381,-0.06072
20.07600,-2.99762,-0.05581,0.01381,-0.06134
20.08600,-3.77514,-0.05663,0.01227,-0.06154
20.09600,-1.09485,-0.05756,0.01074,-0.06186
20.10600,0.48044,-0.05857,0.00920,-0.06225
20.11600,1.32007,-0.05932,0.00767,-0.06238
20.12600,1.97170,-0.05984,0.00767,-0.06291
20.13600,2.29414,-0.06004,0.00767,-0.06311
20.14600,0.30601,-0.05997,0.00920,-0.06366
20.15600,-3.06344,-0.05995,0.01074,-0.06425
20.16600,-3.57965,-0.06018,0.01074,-0.06447
20.17600,-3.00414,-0.06068,0.01074,-0.06497
20.18600,-3.54651,-0.06141,0.01074,-0.06570
20.19600,-2.66242,-0.06232,0.00920,-0.06600
20.20600,-1.44450,-0.06336,0.00767,-0.06643
20.21600,-0.95209,-0.06439,0.00614,-0.06684
20.22600,-1.62530,-0.06541,0.00460,-0.06725
20.23600,-1.36321,-0.06641,0.00307,-0.06764
20.24600,-0.17654,-0.06741,0.00153,-0.06802
20.25600,0.10248,-0.06816,0.00000,-0.06816
20.26600,1.35594,-0.06884,0.00000,-0.06884
20.27600,-1.36808,-0.06936,-0.00153,-0.06875
20.28600,-1.13787,-0.06993,-0.00153,-0.06932
20.29600,-0.08145,-0.07046,-0.00153,-0.06984
20.30600,-0.20278,-0.07100,-0.00307,-0.06977
20.31600,1.05915,-0.07137,-0.00307,-0.07014
20.32600,-0.33583,-0.07164,-0.00307,-0.07041
20.33600,-1.14986,-0.07187,-0.00307,-0.07064
20.34600,-1.10666,-0.07212,-0.00307,-0.07089
20.35600,-1.11155,-0.07246,-0.00460,-0.07062
20.36600,1.86364,-0.07275,-0.00460,-0.07091
20.37600,2.66246,-0.07275,-0.00460,-0.07091
20.38600,2.14063,-0.07246,-0.00307,-0.07123
20.39600,1.03217,-0.07198,-0.00153,-0.07137
20.40600,-1.01733,-0.07146,0.00000,-0.07146
20.41600,-2.16277,-0.07107,0.00000,-0.07107
20.42600,-0.71411,-0.07089,0.00153,-0.07150
20.43600,-2.32913,-0.07082,0.00153,-0.07143
20.44600,-2.13704,-0.07093,0.00153,-0.07155
20.45600,-1.79096,-0.07123,0.00000,-0.07123
20.46600,0.51457,-0.07157,0.00000,-0.07157
20.47600,0.58300,-0.07187,-0.00153,-0.07125
20.48600,1.70171,-0.07200,-0.00153,-0.07139
20.49600,-0.05727,-0.07200,-0.00153,-0.07139
20.50600,-1.36564,-0.07200,-0.00153,-0.07139
20.51600,-1.78419,-0.07216,-0.00307,-0.07093
20.52600,0.79109,-0.07241,-0.00307,-0.07118
20.53600,1.84383,-0.07259,-0.00460,-0.07075
20.54600,2.41138,-0.07243,-0.00460,-0.07059
20.55600,1.26033,-0.07209,-0.00460,-0.07025
20.56600,1.49076,-0.07162,-0.00460,-0.06977
20.57600,1.15243,-0.07105,-0.00307,-0.06982
20.58600,-1.06939,-0.07043,-0.00153,-0.06982
20.59600,-2.55433,-0.07007,-0.00153,-0.06946
20.60600,-0.94167,-0.06993,-0.00153,-0.06932
20.61600,-0.76783,-0.06991,-0.00153,-0.06930
20.62600,-0.59695,-0.07000,-0.00307,-0.06877
20.63600,0.50933,-0.07007,-0.00460,-0.06823
20.64600,2.09214,-0.07002,-0.00460,-0.06818
20.65600,0.15775,-0.06984,-0.00460,-0.06800
20.66600,-1.13361,-0.06971,-0.00614,-0.06725
20.67600,1.85069,-0.06952,-0.00614,-0.06707
20.68600,0.97169,-0.06923,-0.00614,-0.06677
20.69600,-0.51874,-0.06886,-0.00614,-0.06641
20.70600,-0.94048,-0.06861,-0.00767,-0.06555
20.71600,2.80992,-0.06839,-0.00767,-0.06532
20.72600,2.91120,-0.06798,-0.00920,-0.06430
20.73600,5.27337,-0.06720,-0.00767,-0.06414
20.74600,2.09996,-0.06623,-0.00767,-0.06316
20.75600,0.16096,-0.06511,-0.00614,-0.06266
20.76600,-1.03352,-0.06402,-0.00460,-0.06218
20.77600,-0.30507,-0.06316,-0.00460,-0.06132
20.78600,2.56317,-0.06234,-0.00307,-0.06111
20.79600,0.41572,-0.06145,-0.00307,-0.06023
20.80600,-0.17958,-0.06059,-0.00307,-0.05936
20.81600,0.10746,-0.05977,-0.00153,-0.05916
20.82600,-1.98948,-0.05913,-0.00153,-0.05852
20.84600,2.09541,-0.05845,-0.00460,-0.05661
20.85600,3.85667,-0.05797,-0.00460,-0.05613
20.86600,1.62403,-0.05725,-0.00460,-0.05541
20.87600,-0.04342,-0.05647,-0.00460,-0.05463
20.88600,-0.03866,-0.05577,-0.00460,-0.05393
20.89600,-0.04938,-0.05520,-0.00614,-0.05275
20.90600,3.05534,-0.05463,-0.00614,-0.05218
20.91600,2.03743,-0.05393,-0.00614,-0.05147
20.92600,0.03605,-0.05315,-0.00614,-0.05070
20.93600,-0.02340,-0.05250,-0.00767,-0.04943
20.95600,4.74059,-0.05097,-0.00920,-0.04729
20.96600,5.40583,-0.04972,-0.00920,-0.04604
20.97600,3.77418,-0.04815,-0.00767,-0.04508
20.98600,1.15977,-0.04642,-0.00460,-0.04458
20.99600,-0.27757,-0.04472,-0.00307,-0.04349
21.00600,-0.20705,-0.04331,-0.00307,-0.04208
21.01600,1.18620,-0.04208,-0.00307,-0.04086
21.02600,3.17916,-0.04088,-0.00307,-0.03965
21.03600,3.77536,-0.03956,-0.00153,-0.03895
21.04600,1.46925,-0.03801,-0.00153,-0.03740
21.05800,0.70820,-0.03619,0.00000,-0.03619
21.06600,-0.31321,-0.03508,0.00000,-0.03508
21.07600,1.36354,-0.03383,0.00000,-0.03383
21.08600,2.93786,-0.03253,0.00000,-0.03253
21.09600,3.47051,-0.03110,0.00000,-0.03110
21.10600,4.30443,-0.02946,0.00153,-0.03008
21.11600,1.95098,-0.02771,0.00307,-0.02894
21.12600,1.32452,-0.02587,0.00460,-0.02771
21.13600,0.49346,-0.02405,0.00614,-0.02651
21.14600,-0.14951,-0.02233,0.00614,-0.02478
21.16600,1.42593,-0.01907,0.00767,-0.02214
21.17600,2.53893,-0.01746,0.00920,-0.02114
21.18600,1.70753,-0.01573,0.01074,-0.02003
21.19600,0.22883,-0.01405,0.01074,-0.01835
21.20600,0.96713,-0.01248,0.01074,-0.01678
21.21600,4.01901,-0.01089,0.01227,-0.01580
21.22600,2.56144,-0.00916,0.01227,-0.01407
21.23600,3.04262,-0.00730,0.01381,-0.01282
21.24600,2.68369,-0.00534,0.01534,-0.01148
21.25600,2.68277,-0.00325,0.01687,-0.01000
21.27600,2.03207,0.00118,0.01994,-0.00679
21.28600,1.99439,0.00341,0.02301,-0.00579
21.29600,1.74607,0.00568,0.02454,-0.00413
21.30600,2.08110,0.00791,0.02761,-0.00313
21.31600,1.27965,0.01019,0.02915,-0.00147
21.32600,0.46753,0.01237,0.03221,-0.00052
21.33600,-0.18673,0.01437,0.03375,0.00087
21.34600,0.47611,0.01628,0.03528,0.00217
21.36600,-0.16428,0.01989,0.03682,0.00517
21.37600,0.31419,0.02153,0.03835,0.00619
21.38600,0.89641,0.02303,0.03988,0.00708
21.39600,0.70604,0.02460,0.03988,0.00865
21.41600,2.09463,0.02740,0.04142,0.01083
21.42600,-0.09353,0.02869,0.04142,0.01212
21.43600,0.82339,0.02996,0.04295,0.01278
21.44600,-1.73254,0.03108,0.04295,0.01390
21.46600,0.20178,0.03237,0.04142,0.01581
21.47600,1.99338,0.03285,0.03988,0.01690
21.49600,1.99472,0.03413,0.03835,0.01879
21.50600,0.21093,0.03485,0.03835,0.01951
21.51600,-1.83873,0.03547,0.03682,0.02074
21.52600,0.85412,0.03597,0.03682,0.02124
21.54600,0.72277,0.03676,0.03375,0.02326
21.55600,0.49484,0.03715,0.03375,0.02365
21.56600,-0.11579,0.03756,0.03221,0.02467
21.57600,-0.27028,0.03779,0.03221,0.02490
21.58600,-0.38437,0.03792,0.03068,0.02565
21.59600,-0.49996,0.03797,0.02915,0.02631
21.60600,-0.59388,0.03792,0.02761,0.02688
21.61600,0.32930,0.03785,0.02608,0.02742
21.62600,0.79737,0.03783,0.02454,0.02801
21.63600,1.80862,0.03785,0.02301,0.02865
21.64800,2.89099,0.03813,0.02148,0.02954
21.65600,2.19870,0.03842,0.01994,0.03045
21.66600,3.06624,0.03895,0.01994,0.03097
21.67600,3.27248,0.03965,0.01994,0.03167
21.68600,2.79499,0.04054,0.02148,0.03195
21.69600,0.99132,0.04149,0.02148,0.03290
21.70600,0.44234,0.04245,0.02301,0.03324
21.71600,-0.39143,0.04333,0.02301,0.03413
21.72600,0.51797,0.04406,0.02301,0.03486
21.73600,2.40949,0.04479,0.02454,0.03497
21.74600,0.67944,0.04561,0.02454,0.03579
21.75600,-0.83880,0.04631,0.02454,0.03649
21.76600,0.79604,0.04683,0.02454,0.03702
21.77600,1.29570,0.04745,0.02454,0.03763
21.78600,1.48475,0.04802,0.02454,0.03820
21.79600,1.46563,0.04870,0.02608,0.03827
21.80600,-2.14978,0.04936,0.02608,0.03893
21.81600,-1.88972,0.04961,0.02608,0.03918
21.82600,-1.67560,0.04965,0.02454,0.03984
21.83600,-0.06809,0.04947,0.02301,0.04027
21.84600,2.05514,0.04927,0.02148,0.04068
21.85600,2.23993,0.04933,0.01994,0.04136
21.86600,2.75436,0.04956,0.01994,0.04159
21.87600,2.00077,0.04997,0.01994,0.04199
21.88600,0.68597,0.05043,0.01994,0.04245
21.89600,0.67084,0.05099,0.01994,0.04302
21.90600,1.86162,0.05145,0.01994,0.04347
21.91600,2.35678,0.05209,0.01994,0.04411
21.92600,3.21107,0.05279,0.02148,0.04420
21.93800,0.45684,0.05375,0.02301,0.04454
21.94600,-0.51079,0.05445,0.02301,0.04525
21.95600,-0.27177,0.05511,0.02454,0.04529
21.96600,-1.66540,0.05563,0.02454,0.04582
21.97600,-0.74575,0.05591,0.02454,0.04609
21.98600,-0.19487,0.05604,0.02454,0.04622
21.99600,0.40815,0.05604,0.02301,0.04684
22.00600,1.76199,0.05609,0.02148,0.04750
22.02600,2.33208,0.05659,0.02148,0.04800
22.03600,1.16887,0.05704,0.02148,0.04845
22.04600,0.88888,0.05761,0.02301,0.04841
22.05600,-1.53362,0.05807,0.02301,0.04886
22.06600,-0.34075,0.05827,0.02301,0.04907
22.08600,-0.52037,0.05852,0.02301,0.04932
22.09600,-1.66007,0.05850,0.02148,0.04991
22.10600,1.31292,0.05841,0.02148,0.04982
22.11600,2.04402,0.05836,0.01994,0.05038
22.12600,2.87726,0.05861,0.01994,0.05063
22.13600,2.06495,0.05907,0.01994,0.05109
22.14600,2.04753,0.05963,0.02148,0.05104
22.15600,-0.19576,0.06025,0.02148,0.05166
22.16800,0.08645,0.06093,0.02301,0.05173
22.17600,0.07379,0.06127,0.02454,0.05145
22.18600,-1.20965,0.06173,0.02454,0.05191
22.19600,-0.65109,0.06193,0.02454,0.05211
22.20600,0.77478,0.06211,0.02454,0.05229
22.21600,1.21315,0.06232,0.02454,0.05250
22.22600,1.28215,0.06259,0.02454,0.05277
22.23600,1.69815,0.06291,0.02454,0.05309
22.24600,2.53107,0.06334,0.02608,0.05291
22.25600,-0.39916,0.06384,0.02608,0.05341
22.26600,-0.89752,0.06427,0.02761,0.05323
22.27600,-1.52505,0.06443,0.02761,0.05339
22.28600,-0.17196,0.06443,0.02761,0.05339
