Simulation Time,Output Voltage,Cart Position,Pendulum Angle,Virtual Measurement
11.51600,-2.27295,-0.01350,-0.00307,-0.01228
11.52600,-1.10434,-0.01544,-0.00460,-0.01360
11.53600,0.08864,-0.01714,-0.00614,-0.01469
11.54600,0.82044,-0.01873,-0.00920,-0.01505
11.55600,2.01420,-0.02003,-0.00920,-0.01635
11.56600,1.54362,-0.02105,-0.01074,-0.01676
11.57600,3.42107,-0.02169,-0.01074,-0.01739
11.58600,2.49827,-0.02187,-0.00767,-0.01880
11.59600,-0.71453,-0.02178,-0.00614,-0.01933
11.60600,-3.34082,-0.02178,-0.00460,-0.01994
11.61600,-2.33597,-0.02203,-0.00307,-0.02080
11.62600,-0.00578,-0.02237,-0.00153,-0.02176
11.63600,0.19461,-0.02267,-0.00153,-0.02205
11.64600,0.01077,-0.02287,0.00000,-0.02287
11.65600,-0.43549,-0.02305,0.00153,-0.02367
11.66600,-0.68579,-0.02324,0.00307,-0.02446
11.67600,-0.79191,-0.02346,0.00307,-0.02469
11.68600,-0.64040,-0.02367,0.00460,-0.02551
11.69600,-1.25005,-0.02387,0.00614,-0.02633
11.70600,-1.92056,-0.02412,0.00614,-0.02658
11.71600,-0.59037,-0.02442,0.00767,-0.02749
11.72600,-1.13201,-0.02480,0.00767,-0.02787
11.73600,0.63643,-0.02519,0.00920,-0.02887
11.74600,-1.30246,-0.02546,0.00920,-0.02914
11.75600,-1.27464,-0.02578,0.01074,-0.03008
11.76600,-3.09965,-0.02621,0.01074,-0.03051
11.77600,-2.20812,-0.02678,0.01074,-0.03108
11.78600,-1.15905,-0.02751,0.01074,-0.03180
11.79600,-1.65670,-0.02824,0.01074,-0.03253
11.80600,-2.75138,-0.02903,0.00920,-0.03271
11.81600,-1.21480,-0.02996,0.00920,-0.03365
11.82600,-0.44633,-0.03090,0.00767,-0.03396
11.83600,0.24662,-0.03178,0.00767,-0.03485
11.84600,-0.99703,-0.03258,0.00614,-0.03503
11.85600,-0.73747,-0.03340,0.00614,-0.03585
11.86600,-0.03194,-0.03413,0.00614,-0.03658
11.87600,-1.87392,-0.03485,0.00614,-0.03731
11.88600,-3.45810,-0.03565,0.00460,-0.03749
11.89600,-1.11571,-0.03663,0.00307,-0.03785
11.90600,1.08865,-0.03763,0.00307,-0.03885
11.91600,1.59415,-0.03835,0.00153,-0.03897
11.92600,1.94869,-0.03881,0.00153,-0.03942
11.93600,0.84172,-0.03899,0.00307,-0.04022
11.94600,-0.93451,-0.03901,0.00307,-0.04024
11.95600,-1.47009,-0.03908,0.00460,-0.04092
11.96600,-2.36397,-0.03931,0.00460,-0.04115
11.97600,-0.40166,-0.03965,0.00460,-0.04149
11.98600,0.88749,-0.03999,0.00460,-0.04183
11.99600,1.07161,-0.04013,0.00614,-0.04258
12.00600,-2.21786,-0.04017,0.00767,-0.04324
12.01600,-3.55081,-0.04033,0.00767,-0.04340
12.02600,-3.39148,-0.04079,0.00767,-0.04385
12.03600,-2.05976,-0.04140,0.00614,-0.04385
12.04600,1.01156,-0.04206,0.00614,-0.04451
12.05600,0.87053,-0.04245,0.00614,-0.04490
12.06600,-0.49851,-0.04272,0.00614,-0.04517
12.07600,-0.24737,-0.04290,0.00614,-0.04536
12.08600,1.04535,-0.04301,0.00614,-0.04547
12.09600,2.58525,-0.04292,0.00614,-0.04538
12.10600,2.83157,-0.04261,0.00767,-0.04567
12.11600,0.52920,-0.04211,0.01074,-0.04640
12.12600,-1.20356,-0.04158,0.01227,-0.04649
12.13600,-3.05932,-0.04129,0.01381,-0.04681
12.14600,-3.19840,-0.04142,0.01381,-0.04695
12.15600,-1.22022,-0.04176,0.01381,-0.04729
12.16600,-1.20398,-0.04222,0.01381,-0.04774
12.17600,-2.88770,-0.04276,0.01227,-0.04767
12.18600,-2.14389,-0.04345,0.01227,-0.04836
12.19600,-1.35555,-0.04422,0.01074,-0.04851
12.20600,-0.86593,-0.04495,0.00920,-0.04863
12.21600,0.04420,-0.04558,0.00767,-0.04865
12.22600,0.29270,-0.04608,0.00767,-0.04915
12.23600,0.21775,-0.04645,0.00767,-0.04952
12.24600,-1.49671,-0.04674,0.00767,-0.04981
12.25600,-2.18958,-0.04706,0.00614,-0.04952
12.26600,0.45594,-0.04745,0.00614,-0.04990
12.27600,2.21116,-0.04768,0.00614,-0.05013
12.28600,1.03979,-0.04768,0.00614,-0.05013
12.29600,1.13106,-0.04761,0.00614,-0.05006
12.30600,1.57901,-0.04740,0.00767,-0.05047
12.31600,-0.84659,-0.04713,0.00920,-0.05081
12.32800,-1.94298,-0.04692,0.00920,-0.05061
12.33600,-1.47025,-0.04695,0.01074,-0.05124
12.34600,-2.57031,-0.04706,0.01074,-0.05136
12.35600,-4.74455,-0.04749,0.00920,-0.05117
12.36600,-1.36866,-0.04824,0.00767,-0.05131
12.37600,0.68693,-0.04888,0.00614,-0.05133
12.38600,1.40721,-0.04929,0.00614,-0.05174
12.39600,0.59498,-0.04947,0.00460,-0.05131
12.40600,2.39636,-0.04947,0.00460,-0.05131
12.41600,2.14601,-0.04927,0.00614,-0.05172
12.42600,-0.95169,-0.04893,0.00614,-0.05138
12.43600,-2.30489,-0.04872,0.00767,-0.05179
12.44600,-3.17902,-0.04879,0.00767,-0.05186
12.45600,-2.27254,-0.04913,0.00767,-0.05220
12.46600,-1.61580,-0.04963,0.00614,-0.05208
12.47600,-0.26536,-0.05015,0.00460,-0.05199
12.48600,1.17389,-0.05052,0.00307,-0.05174
12.49600,2.55278,-0.05056,0.00307,-0.05179
12.50600,1.43931,-0.05040,0.00307,-0.05163
12.51600,1.34375,-0.05006,0.00307,-0.05129
12.52600,1.15666,-0.04961,0.00460,-0.05145
12.53600,0.07659,-0.04911,0.00614,-0.05156
12.54600,-0.70777,-0.04863,0.00614,-0.05108
12.55600,-1.04295,-0.04829,0.00767,-0.05136
12.56600,-2.10633,-0.04815,0.00767,-0.05122
12.57600,-1.14567,-0.04824,0.00767,-0.05131
12.58600,-1.77370,-0.04845,0.00614,-0.05090
12.59600,0.60481,-0.04868,0.00614,-0.05113
12.60600,0.92748,-0.04883,0.00460,-0.05068
12.61600,1.55401,-0.04881,0.00460,-0.05065
12.62600,-0.10366,-0.04868,0.00460,-0.05052
12.63600,-0.83500,-0.04856,0.00460,-0.05040
12.64600,-0.88886,-0.04852,0.00460,-0.05036
12.66600,1.07813,-0.04868,0.00307,-0.04990
12.67600,2.64232,-0.04865,0.00153,-0.04927
12.68600,3.78628,-0.04833,0.00153,-0.04895
12.69600,2.88147,-0.04772,0.00307,-0.04895
12.70600,-0.39234,-0.04692,0.00460,-0.04877
12.71600,-1.80349,-0.04636,0.00460,-0.04820
12.72600,-0.43313,-0.04608,0.00460,-0.04792
12.73600,0.37226,-0.04595,0.00460,-0.04779
12.74600,-0.88166,-0.04590,0.00460,-0.04774
12.75600,-3.03116,-0.04604,0.00307,-0.04727
12.76600,-1.44247,-0.04636,0.00153,-0.04697
12.77600,0.14942,-0.04674,0.00000,-0.04674
12.78600,0.75602,-0.04704,-0.00153,-0.04643
12.79600,1.30685,-0.04718,-0.00307,-0.04595
12.80600,1.48326,-0.04713,-0.00460,-0.04529
12.81600,2.34304,-0.04690,-0.00460,-0.04506
12.83600,1.23448,-0.04590,-0.00460,-0.04406
12.84600,1.78493,-0.04527,-0.00460,-0.04342
12.86600,-0.69140,-0.04392,-0.00307,-0.04270
12.87600,-0.76396,-0.04345,-0.00307,-0.04222
12.88600,-0.00139,-0.04313,-0.00307,-0.04190
12.89600,-0.99290,-0.04299,-0.00460,-0.04115
12.90600,0.67766,-0.04297,-0.00614,-0.04051
12.91600,1.69452,-0.04292,-0.00767,-0.03986
12.92600,1.80006,-0.04281,-0.00767,-0.03974
12.94600,2.16901,-0.04236,-0.01074,-0.03806
12.95600,3.05181,-0.04190,-0.01074,-0.03761
12.96600,0.98768,-0.04131,-0.01074,-0.03701
12.97600,1.09664,-0.04074,-0.01227,-0.03583
12.98600,3.67035,-0.04013,-0.01227,-0.03522
12.99600,2.42152,-0.03935,-0.01227,-0.03445
13.00600,1.24286,-0.03847,-0.01227,-0.03356
13.01600,1.51723,-0.03760,-0.01227,-0.03269
13.02600,1.98847,-0.03669,-0.01227,-0.03179
13.03600,2.41533,-0.03572,-0.01227,-0.03081
13.04600,2.94528,-0.03460,-0.01227,-0.02969
13.05600,4.09262,-0.03328,-0.01074,-0.02899
13.06600,3.33697,-0.03172,-0.01074,-0.02742
13.07600,3.47432,-0.02994,-0.00920,-0.02626
13.08600,2.73586,-0.02805,-0.00614,-0.02560
13.09600,1.51430,-0.02608,-0.00460,-0.02424
13.10600,0.72642,-0.02410,-0.00153,-0.02349
13.11600,0.25982,-0.02228,0.00000,-0.02228
13.12600,0.96350,-0.02055,0.00153,-0.02117
13.13600,1.54011,-0.01894,0.00307,-0.02017
13.14600,2.43687,-0.01728,0.00460,-0.01912
13.15600,1.28688,-0.01555,0.00614,-0.01801
13.16600,0.45412,-0.01385,0.00767,-0.01691
13.17600,0.21274,-0.01223,0.00767,-0.01530
13.18600,2.16927,-0.01073,0.00920,-0.01441
13.19600,2.98975,-0.00909,0.00920,-0.01278
13.20600,3.52334,-0.00741,0.01074,-0.01171
13.21600,4.44479,-0.00543,0.01227,-0.01034
13.22600,4.03871,-0.00325,0.01381,-0.00877
13.23600,1.51692,-0.00098,0.01687,-0.00773
13.24600,-0.43943,0.00127,0.01994,-0.00670
13.25600,0.00682,0.00330,0.02148,-0.00529
13.26600,1.15782,0.00512,0.02301,-0.00409
13.27600,0.77082,0.00698,0.02454,-0.00284
13.28600,1.36556,0.00866,0.02608,-0.00177
13.29600,0.45874,0.01044,0.02761,-0.00061
13.30600,-0.41560,0.01205,0.02915,0.00039
13.31600,-0.62596,0.01355,0.02915,0.00189
13.32600,0.50033,0.01489,0.02915,0.00323
13.33600,2.97278,0.01614,0.03068,0.00387
13.34600,-0.41778,0.01748,0.03068,0.00521
13.35600,0.05109,0.01862,0.03068,0.00635
13.36600,1.36525,0.01969,0.03068,0.00742
13.37600,1.83268,0.02080,0.03068,0.00853
13.38600,1.92899,0.02203,0.03068,0.00976
13.39600,0.85421,0.02333,0.03221,0.01044
13.40600,-1.05716,0.02446,0.03221,0.01158
13.41600,0.62354,0.02551,0.03221,0.01262
13.42600,1.66232,0.02649,0.03221,0.01360
13.43600,1.50957,0.02749,0.03221,0.01460
13.44600,1.33535,0.02858,0.03221,0.01569
13.45600,2.08557,0.02974,0.03221,0.01685
13.46600,1.63566,0.03097,0.03375,0.01747
13.47600,-0.10451,0.03215,0.03528,0.01803
13.48600,-1.72899,0.03324,0.03528,0.01913
13.49600,-1.24389,0.03399,0.03528,0.01988
13.50600,-0.67105,0.03451,0.03528,0.02040
13.51600,-0.30047,0.03490,0.03375,0.02140
13.52600,0.52600,0.03517,0.03221,0.02229
13.54600,1.49228,0.03574,0.03068,0.02347
13.55600,0.04478,0.03610,0.02915,0.02444
13.56600,0.91532,0.03649,0.02915,0.02483
13.57600,0.52502,0.03681,0.02761,0.02576
13.58600,1.13749,0.03717,0.02608,0.02674
13.59600,2.20579,0.03754,0.02608,0.02710
13.60600,1.12238,0.03806,0.02608,0.02763
13.61600,-0.73640,0.03851,0.02608,0.02808
13.62600,-2.10420,0.03879,0.02454,0.02897
13.63600,0.57125,0.03881,0.02301,0.02960
13.64600,2.42078,0.03897,0.02148,0.03038
13.65600,3.46094,0.03926,0.02148,0.03067
13.66600,0.91918,0.03979,0.02148,0.03120
13.67600,-0.82278,0.04024,0.01994,0.03226
13.68600,2.11144,0.04056,0.01994,0.03258
13.69600,2.58516,0.04104,0.01994,0.03306
13.70800,0.40696,0.04165,0.01994,0.03367
13.71600,-0.46269,0.04204,0.01994,0.03406
13.72600,-0.63637,0.04242,0.01841,0.03506
13.73600,3.16029,0.04276,0.01841,0.03540
13.74600,2.57443,0.04324,0.01841,0.03588
13.75600,0.79601,0.04381,0.01841,0.03645
13.76600,0.37188,0.04440,0.01841,0.03704
13.77600,1.01549,0.04497,0.01841,0.03761
13.78600,1.40845,0.04554,0.01841,0.03818
13.79600,1.58612,0.04615,0.01841,0.03879
13.80600,1.97168,0.04683,0.01841,0.03947
13.81600,2.83382,0.04763,0.01841,0.04027
13.82600,2.42058,0.04856,0.01994,0.04059
13.83600,0.97219,0.04958,0.02148,0.04099
13.84600,-0.12929,0.05059,0.02301,0.04138
13.85600,-0.61219,0.05145,0.02301,0.04225
13.86600,1.14227,0.05213,0.02454,0.04231
13.87600,-1.16242,0.05279,0.02454,0.04297
13.88600,-0.78997,0.05313,0.02454,0.04331
13.89600,-0.31353,0.05345,0.02454,0.04363
13.90600,0.83065,0.05359,0.02301,0.04438
13.91600,2.41402,0.05375,0.02148,0.04516
13.92600,4.13791,0.05411,0.02148,0.04552
13.93600,3.07023,0.05479,0.02301,0.04559
13.94600,0.14067,0.05559,0.02301,0.04638
13.95600,-0.49062,0.05629,0.02454,0.04647
13.96600,-1.75757,0.05688,0.02454,0.04707
13.97600,-0.56341,0.05716,0.02454,0.04734
13.98600,-0.27479,0.05734,0.02454,0.04752
13.99600,0.16849,0.05741,0.02301,0.04820
14.00600,1.71840,0.05752,0.02148,0.04893
14.01600,3.27411,0.05770,0.02148,0.04911
14.02600,2.94164,0.05822,0.02148,0.04963
14.03600,0.79050,0.05886,0.02301,0.04966
14.04600,-1.34309,0.05938,0.02301,0.05018
14.05600,0.70290,0.05986,0.02454,0.05004
14.06600,-0.47851,0.06025,0.02454,0.05043
14.07600,-2.55247,0.06043,0.02454,0.05061
14.08600,-0.67356,0.06034,0.02301,0.05113
14.10600,3.12191,0.06034,0.02148,0.05175
14.11600,1.74875,0.06066,0.02148,0.05207
14.12600,0.94799,0.06107,0.02148,0.05248
14.13600,1.70994,0.06154,0.02148,0.05295
14.14600,3.18961,0.06209,0.02301,0.05289
14.15600,0.48247,0.06275,0.02454,0.05293
14.16600,-0.94848,0.06339,0.02454,0.05357
14.17600,-0.19435,0.06384,0.02454,0.05402
14.18600,2.33947,0.06423,0.02608,0.05380
14.19600,-0.84172,0.06470,0.02608,0.05427
14.20600,-0.38537,0.06495,0.02608,0.05452
14.21600,1.02731,0.06516,0.02608,0.05473
14.22600,1.23907,0.06539,0.02608,0.05495
14.23600,0.37854,0.06568,0.02761,0.05464
14.24600,-3.24306,0.06582,0.02761,0.05477
14.25600,-3.00809,0.06566,0.02608,0.05523
14.26600,-0.56044,0.06527,0.02608,0.05484
14.27600,1.39133,0.06489,0.02454,0.05507
14.28600,1.15145,0.06468,0.02301,0.05548
14.29600,2.61598,0.06466,0.02301,0.05545
14.30600,2.17522,0.06489,0.02301,0.05568
14.31600,2.22847,0.06525,0.02454,0.05543
14.32600,0.02540,0.06573,0.02454,0.05591
14.33600,0.18693,0.06616,0.02608,0.05573
14.34600,-0.49649,0.06652,0.02761,0.05548
14.35600,-0.81269,0.06675,0.02761,0.05571
14.36600,-1.34899,0.06680,0.02761,0.05575
14.37600,-0.31062,0.06668,0.02761,0.05564
14.38600,-0.38565,0.06655,0.02761,0.05550
14.39600,-1.09272,0.06636,0.02608,0.05593
14.40600,1.72176,0.06614,0.02608,0.05570
14.42600,1.80234,0.06643,0.02608,0.05600
14.43600,1.34527,0.06680,0.02761,0.05575
14.44600,0.50358,0.06720,0.02915,0.05555
14.45600,-0.63598,0.06755,0.03068,0.05527
14.46600,-1.73437,0.06777,0.03068,0.05550
14.47600,-0.35342,0.06784,0.03068,0.05557
14.48600,1.16033,0.06791,0.03221,0.05502
14.49600,-1.79665,0.06795,0.03221,0.05507
14.50600,-0.99369,0.06789,0.03221,0.05500
14.51600,0.59479,0.06780,0.03221,0.05491
14.52600,1.37148,0.06784,0.03375,0.05434
14.53600,-1.13564,0.06798,0.03528,0.05386
14.54600,-3.60101,0.06795,0.03528,0.05384
14.55600,-3.66215,0.06757,0.03528,0.05346
14.56600,-2.53027,0.06693,0.03375,0.05343
14.57600,-0.12527,0.06616,0.03221,0.05327
14.58600,1.41453,0.06543,0.03221,0.05255
14.59600,0.46163,0.06493,0.03221,0.05205
14.60600,-1.89121,0.06439,0.03068,0.05211
14.61600,-0.32566,0.06382,0.03068,0.05155
14.62600,1.43960,0.06334,0.03068,0.05107
14.63600,0.33787,0.06302,0.03068,0.05075
14.64600,-0.01976,0.06277,0.03068,0.05050
14.65600,1.06879,0.06263,0.03221,0.04975
14.66600,-0.60327,0.06266,0.03221,0.04977
14.67600,-1.17730,0.06263,0.03375,0.04914
14.68600,-1.57398,0.06257,0.03528,0.04845
14.69600,-2.19382,0.06234,0.03528,0.04823
14.70600,-1.35253,0.06204,0.03682,0.04732
14.71600,-2.46209,0.06159,0.03682,0.04686
14.72600,-1.25506,0.06107,0.03682,0.04634
14.73600,-0.23152,0.06048,0.03682,0.04575
14.74600,-0.10765,0.05995,0.03682,0.04523
14.75600,0.03443,0.05947,0.03682,0.04475
14.76600,-0.96080,0.05913,0.03835,0.04379
14.78600,-0.93893,0.05809,0.03988,0.04213
14.79600,-2.13232,0.05750,0.03988,0.04154
14.80600,-4.05701,0.05670,0.03988,0.04075
14.81600,-3.58237,0.05575,0.03988,0.03979
14.82600,-2.85861,0.05456,0.03835,0.03922
14.83600,-0.49692,0.05338,0.03682,0.03866
14.84600,-0.10276,0.05213,0.03682,0.03741
14.85600,-0.89446,0.05109,0.03682,0.03636
14.87600,-1.69034,0.04865,0.03528,0.03454
14.88600,-2.21659,0.04727,0.03375,0.03377
14.89600,-1.41560,0.04581,0.03221,0.03293
14.90600,-0.69942,0.04438,0.03221,0.03149
14.91600,-1.31861,0.04292,0.03068,0.03065
14.92600,-2.22914,0.04147,0.02915,0.02981
14.93600,-2.27059,0.03990,0.02915,0.02824
14.94600,-2.88049,0.03822,0.02761,0.02717
14.95600,-2.51000,0.03640,0.02454,0.02658
14.96600,-1.64171,0.03449,0.02301,0.02529
14.97600,-2.51959,0.03256,0.02148,0.02397
14.98600,-1.76305,0.03051,0.01841,0.02315
14.99600,-0.96560,0.02853,0.01687,0.02178
15.00600,-0.90722,0.02658,0.01534,0.02044
15.01600,-0.47510,0.02471,0.01227,0.01980
15.02600,0.22743,0.02319,0.01074,0.01889
15.03600,1.05847,0.02162,0.01074,0.01733
15.04600,0.29669,0.02030,0.00920,0.01662
15.05600,0.48365,0.01910,0.00920,0.01542
15.06600,-1.29385,0.01810,0.00920,0.01442
15.07600,-1.57972,0.01703,0.00920,0.01335
15.09600,-1.42161,0.01482,0.00920,0.01114
15.10600,-2.07243,0.01369,0.00920,0.01000
15.11600,-2.82789,0.01239,0.00920,0.00871
15.12600,-3.99045,0.01098,0.00767,0.00791
15.13600,-3.05667,0.00932,0.00767,0.00625
15.14600,-1.85887,0.00759,0.00460,0.00575
15.15600,-0.20277,0.00575,0.00307,0.00452
15.16600,0.46554,0.00414,0.00153,0.00352
15.17600,0.57865,0.00268,0.00153,0.00207
15.18600,-0.29528,0.00132,0.00000,0.00132
15.19600,0.14115,0.00023,0.00000,0.00023
15.20600,-1.20942,-0.00095,-0.00153,-0.00034
15.21600,-0.14749,-0.00200,-0.00153,-0.00139
15.22600,1.74370,-0.00300,-0.00153,-0.00239
15.23600,1.12097,-0.00375,-0.00153,-0.00314
15.24600,1.15500,-0.00425,0.00000,-0.00425
15.25600,0.65346,-0.00455,0.00153,-0.00516
15.26600,-1.13670,-0.00477,0.00307,-0.00600
15.27600,-1.91326,-0.00500,0.00460,-0.00684
15.28600,-2.00607,-0.00532,0.00614,-0.00777
15.29600,-2.53333,-0.00571,0.00614,-0.00816
15.30600,-0.98340,-0.00623,0.00767,-0.00930
15.31600,-1.47094,-0.00680,0.00767,-0.00987
15.32600,-1.16137,-0.00739,0.00767,-0.01046
15.33600,0.86195,-0.00798,0.00920,-0.01166
15.34600,-1.89871,-0.00850,0.00920,-0.01218
15.35600,-1.28420,-0.00905,0.01074,-0.01334
15.36600,-2.50594,-0.00969,0.01074,-0.01398
15.37600,-2.72748,-0.01044,0.01074,-0.01473
15.38600,-1.61412,-0.01132,0.01074,-0.01562
15.39600,-1.51981,-0.01221,0.01074,-0.01650
15.40600,-2.21888,-0.01316,0.01074,-0.01746
15.41600,-2.54457,-0.01423,0.00920,-0.01791
15.42600,0.16704,-0.01532,0.00920,-0.01900
15.43600,0.16322,-0.01632,0.00767,-0.01939
15.44600,1.19484,-0.01707,0.00767,-0.02014
15.45600,0.29477,-0.01767,0.00767,-0.02073
15.47600,-1.73250,-0.01846,0.00920,-0.02214
15.48600,-0.98617,-0.01880,0.01074,-0.02310
15.49600,-2.06468,-0.01923,0.01074,-0.02353
15.50600,-0.38500,-0.01967,0.01227,-0.02457
15.51600,-1.55460,-0.02005,0.01227,-0.02496
15.52600,-1.18270,-0.02048,0.01227,-0.02539
15.53600,-0.40128,-0.02085,0.01381,-0.02637
15.54600,-1.57652,-0.02130,0.01381,-0.02683
15.55600,-1.61940,-0.02171,0.01534,-0.02785
15.57600,-1.35415,-0.02289,0.01534,-0.02903
15.58600,-0.33433,-0.02358,0.01534,-0.02971
15.59600,-0.51809,-0.02419,0.01534,-0.03033
15.60600,-0.58886,-0.02478,0.01687,-0.03153
15.61600,-3.86369,-0.02537,0.01687,-0.03212
15.62600,-5.02026,-0.02626,0.01687,-0.03301
15.63600,-4.08218,-0.02749,0.01534,-0.03362
15.64600,-1.24461,-0.02878,0.01381,-0.03430
15.65600,-0.64938,-0.03010,0.01227,-0.03501
15.66600,-1.03068,-0.03137,0.01074,-0.03567
15.67600,-0.58891,-0.03256,0.00920,-0.03624
15.68600,0.36121,-0.03365,0.00920,-0.03733
15.69600,-0.72209,-0.03460,0.00767,-0.03767
15.70600,-0.21659,-0.03547,0.00767,-0.03853
15.71600,-2.07473,-0.03635,0.00767,-0.03942
15.72600,-3.82229,-0.03729,0.00614,-0.03974
15.73600,-0.92994,-0.03835,0.00614,-0.04081
15.74600,-0.48996,-0.03942,0.00460,-0.04126
15.75600,-0.48191,-0.04038,0.00307,-0.04160
15.76600,-0.57748,-0.04129,0.00307,-0.04251
15.77600,-0.13542,-0.04204,0.00307,-0.04326
15.78600,-1.58224,-0.04274,0.00307,-0.04397
15.79600,-2.32497,-0.04342,0.00307,-0.04465
15.80600,-2.35533,-0.04417,0.00153,-0.04479
15.81600,1.60820,-0.04490,0.00153,-0.04552
15.82600,1.83820,-0.04529,0.00153,-0.04590
15.83600,1.68606,-0.04545,0.00153,-0.04606
15.84600,1.74815,-0.04536,0.00307,-0.04658
15.85600,0.13626,-0.04511,0.00614,-0.04756
15.86600,-1.38958,-0.04490,0.00767,-0.04797
15.87800,-1.98630,-0.04483,0.00920,-0.04851
15.88600,-1.91314,-0.04495,0.00920,-0.04863
15.89600,-1.10027,-0.04522,0.00920,-0.04890
15.90600,0.66935,-0.04554,0.00920,-0.04922
15.91600,0.68187,-0.04570,0.01074,-0.04999
15.92600,-2.49221,-0.04581,0.01227,-0.05072
15.93600,-4.54010,-0.04613,0.01227,-0.05104
15.94600,-4.21171,-0.04679,0.01227,-0.05170
15.95600,-2.41937,-0.04770,0.01074,-0.05199
15.96600,-0.59373,-0.04865,0.00920,-0.05233
15.97600,1.45172,-0.04954,0.00767,-0.05261
15.98600,1.07389,-0.05002,0.00767,-0.05308
16.00600,-1.60748,-0.05077,0.00767,-0.05384
16.01600,-1.21858,-0.05120,0.00767,-0.05427
16.02600,-1.11597,-0.05159,0.00767,-0.05465
16.03600,-1.15597,-0.05199,0.00767,-0.05506
16.04600,-1.20940,-0.05243,0.00767,-0.05549
16.05600,-1.33869,-0.05286,0.00767,-0.05593
16.06600,-1.59903,-0.05329,0.00614,-0.05575
16.07600,0.88437,-0.05375,0.00614,-0.05620
16.08600,2.86257,-0.05395,0.00614,-0.05640
16.09600,2.45727,-0.05388,0.00767,-0.05695
16.12600,-3.13754,-0.05331,0.01074,-0.05761
16.13600,-1.56182,-0.05356,0.01074,-0.05786
16.14600,-0.26533,-0.05388,0.01074,-0.05818
16.15600,-0.70390,-0.05422,0.01074,-0.05852
16.16600,-1.78685,-0.05456,0.01074,-0.05886
16.17600,-2.46020,-0.05495,0.01074,-0.05925
16.18600,-2.98767,-0.05547,0.00920,-0.05915
16.19600,-0.60285,-0.05611,0.00920,-0.05979
16.20600,0.68815,-0.05668,0.00767,-0.05975
16.21600,1.10726,-0.05704,0.00767,-0.06011
16.23600,-1.48884,-0.05750,0.00767,-0.06056
16.24600,-1.22512,-0.05777,0.00767,-0.06084
16.25600,-1.32292,-0.05807,0.00767,-0.06113
16.26600,-1.74291,-0.05841,0.00614,-0.06086
16.27600,2.01156,-0.05868,0.00614,-0.06113
16.28600,2.27969,-0.05870,0.00614,-0.06116
16.29600,1.87294,-0.05847,0.00767,-0.06154
16.31600,-1.61462,-0.05770,0.01074,-0.06200
16.32600,-2.82392,-0.05754,0.01074,-0.06184
16.33600,-2.34326,-0.05770,0.01074,-0.06200
16.34600,-1.33433,-0.05797,0.01074,-0.06227
16.36600,-2.04093,-0.05886,0.00920,-0.06254
16.37600,-0.76133,-0.05938,0.00767,-0.06245
16.38600,0.78291,-0.05984,0.00767,-0.06291
16.39600,0.26972,-0.06018,0.00614,-0.06263
16.40600,1.32975,-0.06027,0.00614,-0.06272
16.41600,0.49032,-0.06027,0.00614,-0.06272
16.42600,0.32005,-0.06016,0.00767,-0.06322
16.43600,-2.49522,-0.06009,0.00767,-0.06316
16.44600,-3.16799,-0.06022,0.00767,-0.06329
16.45600,-2.40585,-0.06057,0.00614,-0.06302
16.46600,0.24763,-0.06098,0.00614,-0.06343
16.47600,-0.21348,-0.06125,0.00460,-0.06309
16.48600,1.09532,-0.06143,0.00460,-0.06327
16.49600,1.58129,-0.06136,0.00460,-0.06320
16.50600,1.29793,-0.06113,0.00460,-0.06298
16.51600,1.58363,-0.06075,0.00614,-0.06320
16.52800,-0.35100,-0.06025,0.00767,-0.06332
16.53600,-1.09297,-0.05993,0.00767,-0.06300
16.54600,-0.73428,-0.05968,0.00767,-0.06275
16.55600,1.38928,-0.05945,0.00920,-0.06313
16.56600,-1.05533,-0.05916,0.00920,-0.06284
16.57600,-1.83865,-0.05904,0.00920,-0.06272
16.58600,-0.80179,-0.05909,0.00920,-0.06277
16.59600,-1.25779,-0.05925,0.00920,-0.06293
16.60600,-1.36513,-0.05952,0.00767,-0.06259
16.61600,-0.15236,-0.05979,0.00767,-0.06286
16.62600,-1.11353,-0.06009,0.00614,-0.06254
16.63600,-0.65238,-0.06036,0.00460,-0.06220
16.64600,0.34236,-0.06066,0.00460,-0.06250
16.65600,0.58199,-0.06088,0.00307,-0.06211
16.66600,0.87309,-0.06102,0.00307,-0.06225
16.67600,-0.00773,-0.06107,0.00153,-0.06168
16.68600,1.44875,-0.06102,0.00153,-0.06163
16.69600,0.25942,-0.06093,0.00153,-0.06154
16.70600,-1.01421,-0.06084,0.00153,-0.06145
16.71600,-1.69614,-0.06088,0.00000,-0.06088
16.72600,-0.17702,-0.06109,0.00000,-0.06109
16.74600,1.99298,-0.06116,-0.00153,-0.06054
16.75600,0.25150,-0.06095,-0.00153,-0.06034
16.76600,-0.82213,-0.06073,-0.00153,-0.06011
16.77600,-0.26158,-0.06063,-0.00307,-0.05941
16.78600,3.06036,-0.06048,-0.00307,-0.05925
16.79600,1.95619,-0.06011,-0.00307,-0.05888
16.80600,0.82519,-0.05959,-0.00307,-0.05836
16.81600,1.64782,-0.05897,-0.00307,-0.05775
16.82600,2.63351,-0.05818,-0.00153,-0.05757
16.83800,0.13219,-0.05713,0.00000,-0.05713
16.84600,-1.28309,-0.05654,0.00000,-0.05654
16.85600,-0.73117,-0.05597,0.00153,-0.05659
16.86600,-2.29023,-0.05572,0.00153,-0.05634
16.87600,-1.19228,-0.05575,0.00000,-0.05575
